"papel","cotacao","P/L","P/VP","PSR","div.yield","P/ativo","P/cap.giro","P/EBIT","P/ativ_circ.liq","EV/EBIT","EV/EBITDA","mrg_ebit","mrg.Liq","liq.corr","ROIC","ROE","liq.2meses","patrim.liq","div.brut/patrim","cresc.rec.5a","data"
"CBEE3",17.8,10.64,0.81,0.502,0,0.265,-8.05,5.57,-0.65,13.57,7.45,0.0902,0.0472,0.89,0.0529,0.0758,5943.28,3678530000,1.24,0.0645,"2020-10-30T23:40:36.831Z"
"TRFO4",4.7,10.7,2.68,0.835,0,1.078,4.82,5.73,7.65,5.33,5.33,0.1458,0.078,1.43,0.2763,0.2501,0,76165000,0.26,0.16469999999999999,"2020-10-30T23:40:36.831Z"
"BESP4",344,10.82,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0.2377,0,5183100000,0,0.0183,"2020-10-30T23:40:36.831Z"
"ITUB3",21.98,10.82,1.7,0,0.0574,0,0,0,0,0,0,0,0,0,0,0.1576,14874700,126416000000,0,-0.2241,"2020-10-30T23:40:36.831Z"
"ITSA4",9.09,10.92,1.45,15.285,0.0604,1.162,19.48,431.95,-24.47,438.5,89.83,0.0354,1.4425999999999999,2.36,0.0029,0.1324,266202000,52896000000,0.09,0.014199999999999999,"2020-10-30T23:40:36.831Z"
"BRGE8",8,10.98,0.48,15.864,0.0368,0.076,1.24,-1.35,-0.9,2.67,2.68,-11.7258,2.2765,1.1,-0.0721,0.0438,10881.4,1224080000,0,0.0452,"2020-10-30T23:40:36.831Z"
"SULA4",11.88,11.01,1.88,0.655,0.0342,0.493,1.44,11.39,-19.23,0.92,0.84,0.0575,0.059500000000000004,1.93,0.09210000000000002,0.1704,98825.4,7490030000,0.29,0.08380000000000001,"2020-10-30T23:40:36.831Z"
"BRFS3",16.78,11.05,2.01,0.381,0,0.279,3.06,4.76,-0.66,9.95,5.49,0.08,0.035,1.26,0.0928,0.1816,185075000,6793900000,3.66,0.0001,"2020-10-30T23:40:36.831Z"
"GRNL4",470,11.09,1.07,7.231,0,0.975,8.04,-64.72,15.01,-63.22,-63.22,-0.1117,0.6518999999999999,4.35,-0.0165,0.0969,0,93104000,0.05,0.2148,"2020-10-30T23:40:36.831Z"
"ELUM3",36,11.12,1.5,0.94,0,0.886,2.31,14.76,2.51,10.02,10.02,0.0637,0.08460000000000001,2.02,0.094,0.13470000000000001,0,443231000,0.08,0.084,"2020-10-30T23:40:36.831Z"
"BRIV3",8.89,11.19,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0.0466,3624.42,1510290000,0,0.2311,"2020-10-30T23:40:36.831Z"
"EQPA3",2.93,11.2,1.93,1.158,0.0273,0.564,2.46,4.99,-1.68,6.63,5.31,0.2324,0.1035,2.61,0.1431,0.1723,73125,3356070000,1.2,0.0741,"2020-10-30T23:40:36.831Z"
"CPFE3",27.87,11.23,2.19,1.084,0.0646,0.63,9.74,6.87,-1.62,10.16,7.76,0.15789999999999998,0.1003,1.25,0.11710000000000001,0.1948,80750200,14677800000,1.62,0.1306,"2020-10-30T23:40:36.831Z"
"RIPI3",48.01,11.23,-28.94,-7.449,0,7.092,-59.55,-8.79,-16.76,-9.31,-9.31,0.847,-0.6631,0.87,-0.991,-2.5761000000000003,0,-49103000,-2.44,0.0582,"2020-10-30T23:40:36.831Z"
"SMTO3",21.05,11.24,2.2,1.88,0.0256,0.625,4.68,8.11,-1.49,13.12,5.35,0.2318,0.1674,1.83,0.09179999999999999,0.1955,23934100,3392610000,1.84,0.1116,"2020-10-30T23:40:36.831Z"
"CZLT33",29.23,11.24,1.39,0.526,0,0.145,1.87,3.1,-0.29,10.26,4.03,0.1697,0.09140000000000001,1.58,0.053099999999999994,0.12359999999999999,0,5691680000,3.93,0.0788,"2020-10-30T23:40:36.831Z"
"CAML3",12.09,11.24,1.66,0.68,0.0134,0.681,2.38,8.92,9.18,11.75,8.93,0.0762,0.0605,1.75,0.1107,0.1481,24255700,2686730000,1,0.2191,"2020-10-30T23:40:36.831Z"
"RIPI4",48.5,11.35,-29.24,-7.525,0,7.164,-60.16,-8.88,-16.93,-9.4,-9.4,0.847,-0.6631,0.87,-0.991,-2.5761000000000003,0,-49103000,-2.44,0.0582,"2020-10-30T23:40:36.831Z"
"AGRO3",21.85,11.35,1.21,1.924,0.032400000000000005,0.664,5.6,8.31,-4.84,11.35,17.99,0.2314,0.16949999999999998,1.61,0.0926,0.1066,3112610,1121570000,0.59,0.545,"2020-10-30T23:40:36.831Z"
"VALE5",33.36,11.39,0.91,1.033,0,0.391,4.56,2.28,-1.07,2.74,2.26,0.4526,0.0726,1.64,0.20120000000000002,0.0795,0,194640000000,0.44,0.17010000000000003,"2020-10-30T23:40:36.831Z"
"EBCO4",1,11.46,0.8,0.33,0,0.351,50.21,8.51,-14.31,8.26,8.26,0.0388,0.028999999999999998,1.01,0.0504,0.07,0,828097000,0.02,0.060899999999999996,"2020-10-30T23:40:36.831Z"
"ITUB4",23.48,11.56,1.82,0,0.0538,0,0,0,0,0,0,0,0,0,0,0.1576,866924000,126416000000,0,-0.2241,"2020-10-30T23:40:36.831Z"
"RPAD6",6.14,11.6,0.51,2363.4,0.0001,0.501,-147.17,-121.68,-133.8,-119.75,-119.75,-19.4227,203.69099999999997,0.73,-0.0042,0.0437,5236.44,1024660000,0,0.0278,"2020-10-30T23:40:36.831Z"
"TEMP3",4.15,11.64,4.92,0.98,0,2.014,9.98,10.6,19.39,9.55,7.74,0.0925,0.0842,1.41,0.34490000000000004,0.4227,0,135736000,0.23,-0.1311,"2020-10-30T23:40:36.831Z"
"NAFG3",64.37,11.8,2.76,1.102,0,1.153,3.2,7.35,60.48,8.64,6.57,0.1499,0.0928,2.52,0.19920000000000002,0.23420000000000002,0,316392000,0.81,0.0949,"2020-10-30T23:40:36.831Z"
"NAFG4",64.42,11.81,2.76,1.103,0,1.154,3.2,7.36,60.52,8.65,6.57,0.1499,0.0928,2.52,0.19920000000000002,0.23420000000000002,0,316392000,0.81,0.0949,"2020-10-30T23:40:36.831Z"
"AHEB5",23.65,11.86,22.05,2.1,0,0.822,-6.58,10.88,-0.97,10.26,10.26,0.1929,0.1771,0.47,0.0828,1.8597,112.88,9165000,0,-0.18109999999999998,"2020-10-30T23:40:36.831Z"
"MULT3",18.97,11.88,1.78,9.942,0.008,1.023,7.56,15.98,-5.08,18.37,13.88,0.6221,0.8370000000000001,2.55,0.0775,0.1497,123288000,6408240000,0.55,0.0206,"2020-10-30T23:40:36.831Z"
"ETER3",9.31,11.99,11.58,0.961,0,0.816,14.3,-15.14,-1.7,-17.09,-45.28,-0.0635,0.08,1.15,-0.06480000000000001,0.9665,19751300,41532000,2.33,-0.1416,"2020-10-30T23:40:36.831Z"
"AHEB3",23.91,11.99,22.29,2.123,0,0.831,-6.65,11,-0.98,10.38,10.38,0.1929,0.1771,0.47,0.0828,1.8597,28462,9165000,0,-0.18109999999999998,"2020-10-30T23:40:36.831Z"
"FIBR3",66.3,12.03,2.59,2.01,0.0759,0.899,9.59,5.13,-2.54,7.17,5.29,0.3918,0.1675,1.46,0.22949999999999998,0.2157,0,14149000000,1.46,0.2271,"2020-10-30T23:40:36.831Z"
"EBCO3",1.05,12.03,0.84,0.346,0,0.368,52.72,8.94,-15.02,8.68,8.68,0.0388,0.028999999999999998,1.01,0.0504,0.07,0,828097000,0.02,0.060899999999999996,"2020-10-30T23:40:36.831Z"
"BRDT3",19.18,12.05,2.28,0.264,0.050300000000000004,0.808,2.84,20.59,-5.71,24.2,16.12,0.0128,0.0219,2.29,0.051500000000000004,0.1889,149705000,9813000000,0.94,-0.036699999999999997,"2020-10-30T23:40:36.831Z"
"COCE5",59.7,12.11,1.48,0.824,0.0356,0.49,-30.28,8.28,-1.31,12.78,8.38,0.09949999999999999,0.068,0.95,0.0667,0.12210000000000001,1076170,3142550000,0.91,0.09570000000000001,"2020-10-30T23:40:36.831Z"
"REDE4",2.9,12.15,1.65,0.564,0,0.292,4.8,4.11,-0.64,8.73,6.13,0.1374,0.065,1.25,0.083,0.136,0,3702250000,2.45,0.09179999999999999,"2020-10-30T23:40:36.831Z"
"MPLU3",26.8,12.2,17.37,6.877,0,2.676,50.65,10.34,66.01,7.71,7.28,0.6652,0.5637,1.06,1.2956999999999999,1.4240000000000002,0,250279000,0,-0.1888,"2020-10-30T23:40:36.831Z"
"ALUP3",8.77,12.24,1.45,1.582,0.0262,0.385,3.34,3.68,-1,6.43,6.03,0.4299,0.272,2.17,0.1241,0.1186,100161,5311410000,1.6,0.35,"2020-10-30T23:40:36.831Z"
"EGIE3",39.89,12.34,4.38,3.079,0.0591,1.011,12.57,8.07,-1.95,11.09,9,0.3815,0.24960000000000002,1.47,0.1506,0.3549,60731400,7430560000,2.29,0.1406,"2020-10-30T23:40:36.831Z"
"SULA11",39.99,12.35,2.1,0.735,0.0305,0.553,1.61,12.78,-21.58,2.31,2.12,0.0575,0.059500000000000004,1.93,0.09210000000000002,0.1704,95484200,7490030000,0.29,0.08380000000000001,"2020-10-30T23:40:36.831Z"
"ITSA3",10.32,12.4,1.64,17.353,0.053200000000000004,1.319,22.12,490.39,-27.78,496.95,101.81,0.0354,1.4425999999999999,2.36,0.0029,0.1324,2063130,52896000000,0.09,0.014199999999999999,"2020-10-30T23:40:36.831Z"
"AMPI3",55,12.41,2.74,0.247,0,0.177,5.68,0.98,-0.68,1.99,1.73,0.2518,0.15109999999999998,1.12,0.2122,0.22089999999999999,0,240799000,4.48,0.1412,"2020-10-30T23:40:36.831Z"
"JOPA4",32,12.48,0.65,0.262,0.009899999999999999,0.175,0.64,3.81,21.87,10.5,8.88,0.0687,0.027000000000000003,1.73,0.0594,0.052300000000000006,138.84,518604000,1.89,0.0378,"2020-10-30T23:40:36.831Z"
"PTBL3",6.29,12.63,2.42,0.895,0.0063,0.507,5.79,-342.82,-1.41,-503.64,27.74,-0.0026,0.071,1.25,-0.0019,0.192,19028700,411329000,1.82,0.0379,"2020-10-30T23:40:36.831Z"
"TMGC7",800.01,12.68,1.63,1.164,0,1.12,6.77,17.85,11.96,16.52,16.52,0.0652,0.09179999999999999,1.69,0.0873,0.1283,0,1167010000,0.05,0.10490000000000001,"2020-10-30T23:40:36.831Z"
"ETER4",9.85,12.68,12.26,1.016,0,0.863,15.13,-16.01,-1.8,-17.96,-47.61,-0.0635,0.08,1.15,-0.06480000000000001,0.9665,0,41532000,2.33,-0.1416,"2020-10-30T23:40:36.831Z"
"EEEL3",399.99,12.8,1.53,2.899,0.027000000000000003,0.708,4.77,5.94,-2.5,6.24,5.92,0.488,0.22519999999999998,2.44,0.134,0.1198,12637.1,2520220000,0.3,-0.040999999999999995,"2020-10-30T23:40:36.831Z"
"TRIS3",10.53,12.85,1.78,2.442,0.0407,1.003,2.1,12.18,3.48,12.35,12.26,0.2005,0.2046,3.15,0.10460000000000001,0.1384,20075800,1104980000,0.36,0.2594,"2020-10-30T23:40:36.831Z"
"AHEB6",25.63,12.85,23.89,2.275,0,0.89,-7.13,11.8,-1.05,11.17,11.17,0.1929,0.1771,0.47,0.0828,1.8597,356.35,9165000,0,-0.18109999999999998,"2020-10-30T23:40:36.831Z"
"CMIG4",10.25,12.95,0.92,0.637,0.056799999999999996,0.296,3.05,4.45,-0.72,7.98,6.25,0.1431,0.0492,1.56,0.07429999999999999,0.0713,113232000,16872600000,0.94,0.07339999999999999,"2020-10-30T23:40:36.831Z"
"AVIL3",0.93,12.97,4.16,2.338,0,2.227,3.89,10,9.02,9.4,9.4,0.23379999999999998,0.1801,5.14,0.40990000000000004,0.32030000000000003,0,1106590000,0.52,0.0174,"2020-10-30T23:40:36.831Z"
"DXTG4",3.68,13.02,1.32,0.675,0,0.689,2.44,6.26,7.48,6.33,6.33,0.10779999999999999,0.066,2.77,0.1231,0.10099999999999999,0,768999000,0.04,0.083,"2020-10-30T23:40:36.831Z"
"SFSA4",4.4,13.1,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,739524000,0,0.0015,"2020-10-30T23:40:36.831Z"
"SHUL4",11.9,13.15,1.62,1.118,0.0138,0.676,1.86,14.25,12.56,16.74,10.69,0.0784,0.085,2.33,0.0733,0.1232,3261740,656151000,1.03,0.1894,"2020-10-30T23:40:36.831Z"
"GETI3",14.45,13.19,3.44,1.916,0,1.314,-15.63,6.98,-3.19,8.2,6.76,0.2743,0.1452,0.71,0.22699999999999998,0.2609,0,1601130000,0.86,0.13390000000000002,"2020-10-30T23:40:36.831Z"
"GETI4",14.46,13.2,3.44,1.917,0,1.315,-15.64,6.99,-3.2,8.2,6.76,0.2743,0.1452,0.71,0.22699999999999998,0.2609,0,1601130000,0.86,0.13390000000000002,"2020-10-30T23:40:36.831Z"
"RPAD3",7.05,13.32,0.58,2713.67,0.0001,0.575,-168.98,-139.72,-153.63,-137.78,-137.78,-19.4227,203.69099999999997,0.73,-0.0042,0.0437,7422.93,1024660000,0,0.0278,"2020-10-30T23:40:36.831Z"
"FRTA3",4.46,13.4,-0.13,0.847,0,0.253,-0.11,-3.51,-0.09,-28.39,-41.14,-0.2412,0.0632,0.07,-0.0849,-0.009899999999999999,49206.7,-67585000,-0.95,-0.3682,"2020-10-30T23:40:36.831Z"
"RGEG3",3,13.42,1.6,0.77,0,0.609,-98.28,6.23,-1.76,10.04,11.7,0.12359999999999999,0.0574,0.98,0.11689999999999999,0.11900000000000001,0,1915180000,1.15,0.1009,"2020-10-30T23:40:36.831Z"
"WLMM4",19.95,13.44,1.65,0.699,0.0176,1.256,4.33,13.27,6.23,11.64,10.92,0.0527,0.052000000000000005,2.92,0.12279999999999999,0.1229,43290.3,439677000,0.07,0.266,"2020-10-30T23:40:36.831Z"
"JOPA3",34.5,13.45,0.7,0.282,0.0083,0.189,0.69,4.1,23.57,10.8,9.13,0.0687,0.027000000000000003,1.73,0.0594,0.052300000000000006,19386.4,518604000,1.89,0.0378,"2020-10-30T23:40:36.831Z"
"BRGE3",9.92,13.62,0.6,19.671,0,0.094,1.54,-1.68,-1.11,2.34,2.35,-11.7258,2.2765,1.1,-0.0721,0.0438,9932.12,1224080000,0,0.0452,"2020-10-30T23:40:36.831Z"
"BRGE11",9.97,13.69,0.6,19.77,0.0354,0.094,1.55,-1.69,-1.12,2.33,2.34,-11.7258,2.2765,1.1,-0.0721,0.0438,930.07,1224080000,0,0.0452,"2020-10-30T23:40:36.831Z"
"GEPA3",41.25,13.69,2.21,2.747,0.08039999999999999,0.86,-14.58,7.43,-3.01,7.48,5.27,0.36950000000000005,0.2006,0.85,0.2401,0.1616,37315.2,1760330000,0.72,0.0177,"2020-10-30T23:40:36.831Z"
"TIMS3",11.85,13.97,1.27,1.675,0.0174,0.729,13.77,8.56,-3.37,8.5,3.31,0.1956,0.1199,1.33,0.0986,0.09119999999999999,17368200,22501200000,0.14,0,"2020-10-30T23:40:36.831Z"
"COCE3",69,14,1.71,0.952,0.0308,0.566,-34.99,9.57,-1.51,14.06,9.22,0.09949999999999999,0.068,0.95,0.0667,0.12210000000000001,33506.3,3142550000,0.91,0.09570000000000001,"2020-10-30T23:40:36.831Z"
"ARCE3",54,14.01,2.6,2.461,0,1.726,11.33,8.89,102.03,9.07,9.07,0.27699999999999997,0.1946,1.97,0.22039999999999998,0.1859,0,13495400000,0.17,0.48469999999999996,"2020-10-30T23:40:36.831Z"
"TEND3",26.86,14.11,1.99,1.406,0.0179,0.677,1.38,8.82,7.86,8.23,7.43,0.1595,0.09960000000000001,2.94,0.1247,0.1412,30803100,1407140000,0.96,0.2159,"2020-10-30T23:40:36.831Z"
"ENMT3",29.9,14.25,2.81,1.35,0.0231,0.752,12.67,8.82,-1.96,13.18,10.28,0.1531,0.09480000000000001,1.21,0.10339999999999999,0.19690000000000002,20643.5,2333400000,1.89,0.1026,"2020-10-30T23:40:36.831Z"
"ENMT4",29.9,14.25,2.81,1.35,0.001,0.752,12.67,8.82,-1.96,13.18,10.28,0.1531,0.09480000000000001,1.21,0.10339999999999999,0.19690000000000002,12319.3,2333400000,1.89,0.1026,"2020-10-30T23:40:36.831Z"
"TMGC11",900,14.26,1.83,1.309,0,1.26,7.62,20.08,13.46,18.75,18.75,0.0652,0.09179999999999999,1.69,0.0873,0.1283,0,1167010000,0.05,0.10490000000000001,"2020-10-30T23:40:36.831Z"
"BSLI3",179.98,14.27,3.51,0,0.0173,0,0,0,0,0,0,0,0,0,0,0.2462,2531.3,1860250000,0,0.2211,"2020-10-30T23:40:36.831Z"
"CARD3",13.05,14.27,2,1.218,0.0222,1.026,29.39,9.73,-6.49,10.57,5.18,0.1251,0.08529999999999999,1.12,0.1393,0.1399,3699540,273147000,0.45,-0.0223,"2020-10-30T23:40:36.831Z"
"EEEL4",450,14.4,1.73,3.261,0.0264,0.797,5.36,6.68,-2.81,6.98,6.63,0.488,0.22519999999999998,2.44,0.134,0.1198,7398.98,2520220000,0.3,-0.040999999999999995,"2020-10-30T23:40:36.831Z"
"TNCP4",182.6,14.42,2.49,3.091,0,1.696,52.65,11.85,-22.3,11.88,8.72,0.2608,0.2144,1.15,0.1648,0.1729,0,13081500000,0.09,0.9779000000000001,"2020-10-30T23:40:36.831Z"
"ELPL3",49.32,14.46,2.6,0.654,0,0.336,-19.76,6.24,-0.53,8.51,5.97,0.1048,0.0452,0.93,0.059500000000000004,0.1795,0,3751140000,1.22,0.0521,"2020-10-30T23:40:36.831Z"
"HYPE3",27.9,14.5,1.9,4.551,0.0424,1.035,3.05,18.69,66.76,19.37,17.16,0.24350000000000002,0.314,3.56,0.0797,0.1311,111869000,9295560000,0.6,0.1784,"2020-10-30T23:40:36.831Z"
"FESA3",27,14.51,1.39,1.732,0.0223,0.813,6.62,15.45,-7.4,17.55,7.88,0.1121,0.11960000000000001,1.68,0.0596,0.0958,22050,1715960000,0.35,0.0791,"2020-10-30T23:40:36.831Z"
"BPAN4",7.46,14.58,1.76,0,0.022400000000000003,0,0,0,0,0,0,0,0,0,0,0.1206,27046500,5112740000,0,0.1497,"2020-10-30T23:40:36.831Z"
"TNCP3",184.85,14.59,2.52,3.129,0,1.717,53.3,12,-22.58,12.03,8.83,0.2608,0.2144,1.15,0.1648,0.1729,0,13081500000,0.09,0.9779000000000001,"2020-10-30T23:40:36.831Z"
"SLCE3",25.57,14.61,1.7,1.442,0.0308,0.636,3.63,8.5,-4.62,11.24,9.39,0.1696,0.10189999999999999,1.61,0.08869999999999999,0.1166,27161300,2859830000,0.86,0.21030000000000001,"2020-10-30T23:40:36.831Z"
"SBSP3",42.5,14.63,1.37,1.563,0.032400000000000005,0.596,-41.51,4.95,-1.35,7.17,5.4,0.31579999999999997,0.1069,0.9,0.1305,0.0934,163618000,21275000000,0.77,0.0892,"2020-10-30T23:40:36.831Z"
"KSSA3",5.33,14.66,1.4,0.916,0,0.406,1.72,5.62,6.73,12.3,12.3,0.1631,0.0842,1.47,0.0767,0.0958,0,553026000,1.8,0.4068,"2020-10-30T23:40:36.831Z"
"SULA3",15.83,14.67,2.5,0.873,0.025699999999999997,0.657,1.91,15.17,-25.63,4.7,4.31,0.0575,0.059500000000000004,1.93,0.09210000000000002,0.1704,82915.1,7490030000,0.29,0.08380000000000001,"2020-10-30T23:40:36.831Z"
"CMIG3",11.62,14.68,1.05,0.722,0.0501,0.336,3.45,5.04,-0.82,8.57,6.72,0.1431,0.0492,1.56,0.07429999999999999,0.0713,25200900,16872600000,0.94,0.07339999999999999,"2020-10-30T23:40:36.831Z"
"TIET4",2.93,14.73,3.76,2.891,0.0805,0.689,-63.29,7.14,-1.32,10.42,7.51,0.4048,0.1963,0.96,0.159,0.255,2849920,1556800000,3.04,0.0911,"2020-10-30T23:40:36.831Z"
"TIET11",14.7,14.78,3.77,2.901,0.0802,0.692,-63.51,7.17,-1.32,10.44,7.53,0.4048,0.1963,0.96,0.159,0.255,23081300,1556800000,3.04,0.0911,"2020-10-30T23:40:36.831Z"
"TIET3",2.94,14.78,3.77,2.901,0.0802,0.692,-63.51,7.17,-1.32,10.44,7.53,0.4048,0.1963,0.96,0.159,0.255,714329,1556800000,3.04,0.0911,"2020-10-30T23:40:36.831Z"
"ELUM4",47.9,14.79,1.99,1.251,0,1.178,3.07,19.64,3.34,14.9,14.9,0.0637,0.08460000000000001,2.02,0.094,0.13470000000000001,0,443231000,0.08,0.084,"2020-10-30T23:40:36.831Z"
"TCOC3",38.85,14.9,1.8,2.225,0,1.307,3.78,14.48,4.39,12.23,12.23,0.1537,0.1493,2.53,0.1398,0.1206,0,2812920000,0.04,0.1671,"2020-10-30T23:40:36.831Z"
"GEPA4",45.2,15.01,2.42,3.01,0.07339999999999999,0.943,-15.98,8.15,-3.3,8.19,5.77,0.36950000000000005,0.2006,0.85,0.2401,0.1616,23772.2,1760330000,0.72,0.0177,"2020-10-30T23:40:36.831Z"
"RDCD3",35.16,15.07,14.74,7.936,0,0.925,21.14,13.4,22.7,14.25,14.26,0.5922999999999999,0.5265,1.05,0.0697,0.9778,0,1605520000,1.04,0.1216,"2020-10-30T23:40:36.831Z"
"VIVT4",42.54,15.14,1.03,1.661,0.07919999999999999,0.659,33.01,11.8,-4.2,12.5,4.38,0.1408,0.1097,1.11,0.0649,0.068,107779000,69847300000,0.18,0.0064,"2020-10-30T23:40:36.831Z"
"VIVT3",42.67,15.18,1.03,1.666,0.0718,0.661,33.11,11.83,-4.22,12.53,4.39,0.1408,0.1097,1.11,0.0649,0.068,4600640,69847300000,0.18,0.0064,"2020-10-30T23:40:36.831Z"
"TMGC13",966.14,15.31,1.96,1.406,0,1.353,8.18,21.56,14.45,20.23,20.23,0.0652,0.09179999999999999,1.69,0.0873,0.1283,0,1167010000,0.05,0.10490000000000001,"2020-10-30T23:40:36.831Z"
"BEMA3",10.8,15.32,1.22,1.293,0,0.808,3.18,14.34,11.45,14.43,8.11,0.0901,0.08439999999999999,2.66,0.0696,0.0795,0,457342000,0.19,0.1058,"2020-10-30T23:40:36.831Z"
"TCNO4",1.61,15.38,10.07,0,0,0.046,0,-1.83,0,-7.59,-10.03,0,0,0,0,0.655,174395,1058000,0,-0.6634,"2020-10-30T23:40:36.831Z"
"ENGI4",7.15,15.42,2.12,0.661,0.0168,0.308,19.71,5.8,-0.54,12.62,8.24,0.11410000000000001,0.045899999999999996,1.06,0.061200000000000004,0.1374,135123,6121330000,3.12,0.1436,"2020-10-30T23:40:36.831Z"
"MRVE3",16.85,15.48,1.49,1.32,0.060700000000000004,0.475,1.59,10.34,-2.87,14.31,12.78,0.1276,0.0981,2.53,0.052300000000000006,0.096,77916700,5465130000,0.89,0.09939999999999999,"2020-10-30T23:40:36.831Z"
"FIGE4",38.01,15.63,0.39,5.849,0.0008,0.39,1.08,5.99,1.08,0.58,0.58,0.9761,0.3741,569.45,0.1005,0.025,0,229833000,0,0,"2020-10-30T23:40:36.831Z"
"ILMD3",29,15.73,2.63,0.683,0,1.395,5.7,14.13,7.53,13.13,13.13,0.0484,0.0492,1.6,0.1252,0.16690000000000002,0,658715000,0.02,0.006500000000000001,"2020-10-30T23:40:36.831Z"
"MDIA3",32.45,15.97,1.76,1.626,0.0077,1.165,7.75,16.37,21.16,16.96,12.39,0.0993,0.1018,1.61,0.0868,0.1105,39756100,6234010000,0.29,0.0786,"2020-10-30T23:40:36.831Z"
"CRTP5",62.1,15.98,1.71,1.748,0,1.127,3.98,14.09,5.88,12.48,12.48,0.124,0.1094,2.14,0.12359999999999999,0.10679999999999999,0,1210570000,0.12,0.1011,"2020-10-30T23:40:36.831Z"
"WEGE4",16.1,16.1,3.04,2.066,0,1.774,5.08,11.57,8.59,11.02,9.59,0.17850000000000002,0.1307,2.35,0.2054,0.1887,0,11122500000,0.18,0.1456,"2020-10-30T23:40:36.831Z"
"ILMD4",30,16.28,2.72,0.707,0,1.443,5.89,14.62,7.79,13.62,13.62,0.0484,0.0492,1.6,0.1252,0.16690000000000002,0,658715000,0.02,0.006500000000000001,"2020-10-30T23:40:36.831Z"
"EMAE4",38.54,16.31,1.4,3.277,0.0204,0.907,2.51,44.65,10.76,31.8,26.79,0.07339999999999999,0.2009,5.85,0.0294,0.0857,199197,1018770000,0.07,0.2459,"2020-10-30T23:40:36.831Z"
"DURA4",31.39,16.35,2.22,2.182,0,1.224,17.24,10.12,-10.49,11.47,11.47,0.21559999999999999,0.13390000000000002,1.27,0.1438,0.1359,0,1789980000,0.52,0.1094,"2020-10-30T23:40:36.831Z"
"DURA3",31.9,16.62,2.26,2.218,0,1.244,17.52,10.29,-10.66,11.64,11.64,0.21559999999999999,0.13390000000000002,1.27,0.1438,0.1359,0,1789980000,0.52,0.1094,"2020-10-30T23:40:36.831Z"
"CSAN3",64.99,16.64,2.45,1.973,0.023,0.726,4.58,13.38,-2,19.39,14.86,0.1475,0.1193,1.97,0.0666,0.147,132113000,10473400000,1.55,0.1534,"2020-10-30T23:40:36.831Z"
"DPPI3",85,16.65,4.99,-1.453,0,3.753,8.7,190.72,9.75,177.18,177.18,-0.0076,-0.0504,3.14,0.03,0.29969999999999997,0,545227000,0.06,0.1514,"2020-10-30T23:40:36.831Z"
"KEPL3",38.87,16.78,2.08,1.858,0.018000000000000002,1.404,7.4,19.64,9.83,18.24,11.67,0.0946,0.1108,1.68,0.0929,0.1241,6011480,491331000,0.12,-0.0092,"2020-10-30T23:40:36.831Z"
"EQPA5",4.4,16.81,2.9,1.74,0.0273,0.846,3.69,7.49,-2.52,9.13,7.31,0.2324,0.1035,2.61,0.1431,0.1723,378.84,3356070000,1.2,0.0741,"2020-10-30T23:40:36.831Z"
"RPAD5",8.9,16.82,0.74,3425.77,0.0591,0.726,-213.32,-176.38,-193.95,-174.45,-174.45,-19.4227,203.69099999999997,0.73,-0.0042,0.0437,4503.53,1024660000,0,0.0278,"2020-10-30T23:40:36.831Z"
"CGAS3",172.99,17.07,24.84,2.594,0.1566,2.039,20.26,10.82,-4.41,13.15,11.32,0.2398,0.1519,1.28,0.27699999999999997,1.4547999999999999,14999.7,922921000,7.95,0.1183,"2020-10-30T23:40:36.831Z"
"TIMP3",13.46,17.13,1.43,1.903,0.0076,0.818,15.37,9.79,-3.78,9.72,3.77,0.19440000000000002,0.11109999999999999,1.34,0.0967,0.0833,80600500,22847800000,0.14,0.0229,"2020-10-30T23:40:36.831Z"
"GOAU3",8.35,17.16,0.78,0.229,0.0048,0.143,0.7,3.57,-0.93,8.42,4.39,0.064,0.0362,2.42,0.0492,0.045599999999999995,679241,11600100000,1.68,0.0152,"2020-10-30T23:40:36.831Z"
"BRGE5",12.51,17.17,0.75,24.807,0,0.118,1.94,-2.12,-1.4,1.9,1.91,-11.7258,2.2765,1.1,-0.0721,0.0438,240.88,1224080000,0,0.0452,"2020-10-30T23:40:36.831Z"
"BMTO4",7.57,17.27,2.07,0,0,2.03,0,-2625.16,0,-2624.05,-1477.48,0,0,0,0,0.12,0,1046320000,0,0,"2020-10-30T23:40:36.831Z"
"CRFB3",18.45,17.32,2.52,0.573,0.013500000000000002,0.809,13.26,9.08,-4.85,9.87,7.75,0.0632,0.037599999999999995,1.14,0.12689999999999999,0.1452,122691000,14562000000,0.52,0.1114,"2020-10-30T23:40:36.831Z"
"RAPT3",9.6,17.5,1.9,0.698,0.027200000000000002,0.481,1.3,8.18,-8.17,11.01,7.75,0.08529999999999999,0.04769999999999999,2.52,0.09380000000000001,0.10869999999999999,109007,1744560000,1.91,0.1618,"2020-10-30T23:40:36.831Z"
"BFIT4",0.93,17.55,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0.1115,0,1849420000,0,0.3567,"2020-10-30T23:40:36.831Z"
"CGAS5",178.01,17.57,25.56,2.67,0.1611,2.098,20.85,11.13,-4.54,13.47,11.59,0.2398,0.1519,1.28,0.27699999999999997,1.4547999999999999,427243,922921000,7.95,0.1183,"2020-10-30T23:40:36.831Z"
